OID_,Value,Count,bps_aoi,evt_aoi,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
2091,2091,6859.000000000000000,2017,7297,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
2092,2092,3792.000000000000000,2029,9315,Central Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2093,2093,15279.000000000000000,2029,9817,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Meadow,Exotic Herbaceous
2094,2094,3339.000000000000000,2017,7909,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
2095,2095,1891.000000000000000,2029,7298,Central Tallgrass Prairie,Grassland,Developed-High Intensity,Developed-High Intensity
2096,2096,511969.000000000000000,2017,7974,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
2097,2097,7993.000000000000000,2029,7975,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Close Grown Crop,Agricultural
2098,2098,12537.000000000000000,2029,7310,Central Tallgrass Prairie,Grassland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2099,2099,34769.000000000000000,2017,7310,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2100,2100,2734.000000000000000,2017,7298,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-High Intensity,Developed-High Intensity
2101,2101,2626.000000000000000,2017,7978,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Wheat,Agricultural
2102,2102,13376.000000000000000,2017,7976,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
2103,2103,15773.000000000000000,2017,9817,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
2104,2104,625.000000000000000,2029,7311,Central Tallgrass Prairie,Grassland,North-Central Interior Dry Oak Forest and Woodland,Hardwood
2105,2105,5880.000000000000000,2017,7314,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
2106,2106,13545.000000000000000,2017,7975,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
2107,2107,563.000000000000000,2017,7311,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
2108,2108,230.000000000000000,2017,9178,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Rich Swamp,Riparian
2109,2109,1355.000000000000000,2017,9179,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Floodplain Forest,Riparian
2110,2110,2924.000000000000000,2017,7905,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
2111,2111,2335.000000000000000,2029,9180,Central Tallgrass Prairie,Grassland,North-Central Interior Freshwater Marsh,Riparian
2112,2112,17561.000000000000000,2029,7976,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
2113,2113,45.000000000000000,2033,9178,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior and Appalachian Rich Swamp,Riparian
2114,2114,1008.000000000000000,2033,9179,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
2115,2115,945.000000000000000,2029,9178,Central Tallgrass Prairie,Grassland,North-Central Interior and Appalachian Rich Swamp,Riparian
2116,2116,3365.000000000000000,2033,7977,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
2117,2117,4462.000000000000000,2017,9315,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2118,2118,287.000000000000000,2017,9317,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
2119,2119,18.000000000000000,2017,7970,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Orchard,Agricultural
2120,2120,372.000000000000000,2033,7314,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood
2121,2121,1327.000000000000000,2029,9318,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
2122,2122,138.000000000000000,2017,9314,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
2123,2123,601.000000000000000,2033,9180,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
2124,2124,38336.000000000000000,2017,7299,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Roads,Developed-Roads
2125,2125,2190.000000000000000,2029,9683,Central Tallgrass Prairie,Grassland,North-Central Interior Wet Meadow,Riparian
2126,2126,1056.000000000000000,2017,7973,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
2127,2127,4246.000000000000000,2029,7978,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Wheat,Agricultural
2128,2128,849.000000000000000,2029,7973,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
2129,2129,56.000000000000000,2029,9679,Central Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
2130,2130,788.000000000000000,2029,7907,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Mixed Forest,Developed
2131,2131,1506.000000000000000,2029,7905,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Deciduous Forest,Developed
2132,2132,2397.000000000000000,2018,7974,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
2133,2133,1753.000000000000000,2017,7907,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
2134,2134,358.000000000000000,2018,7977,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
2135,2135,2129.000000000000000,2029,7929,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Herbaceous,Developed
2136,2136,38.000000000000000,2018,7908,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
2137,2137,212.000000000000000,2018,7299,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Roads,Developed-Roads
2138,2138,18711.000000000000000,2033,7974,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
2139,2139,139.000000000000000,2018,7976,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
2140,2140,144.000000000000000,2018,7296,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Low Intensity,Developed-Low Intensity
2141,2141,1073.000000000000000,2033,7310,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2142,2142,1119.000000000000000,2033,7976,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
2143,2143,1080.000000000000000,2017,7925,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Deciduous Forest,Developed
2144,2144,292.000000000000000,2033,9315,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2145,2145,91.000000000000000,2033,9318,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
2146,2146,849.000000000000000,2028,7974,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop,Agricultural
2147,2147,99.000000000000000,2018,9315,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2148,2148,196.000000000000000,2033,7296,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
2149,2149,41.000000000000000,2033,7311,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
2150,2150,243.000000000000000,2018,7310,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2151,2151,93.000000000000000,2029,7928,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Shrubland,Developed
2152,2152,898.000000000000000,2033,7299,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
2153,2153,327.000000000000000,2033,7975,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
2154,2154,119.000000000000000,2020,7975,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
2155,2155,594.000000000000000,2029,7925,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Deciduous Forest,Developed
2156,2156,26.000000000000000,2028,9179,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Floodplain Forest,Riparian
2157,2157,11.000000000000000,2028,9178,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior and Appalachian Rich Swamp,Riparian
2158,2158,145.000000000000000,2018,9817,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
2159,2159,29.000000000000000,2029,7970,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Orchard,Agricultural
2160,2160,2.000000000000000,2028,9180,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Freshwater Marsh,Riparian
2161,2161,16.000000000000000,2018,7905,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
2162,2162,51.000000000000000,2018,7975,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
2163,2163,291.000000000000000,2029,7927,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Mixed Forest,Developed
2164,2164,247.000000000000000,2017,7927,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
2165,2165,4352.000000000000000,2020,7974,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
2166,2166,322.000000000000000,2029,9317,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
2167,2167,353.000000000000000,2020,9817,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
2168,2168,26.000000000000000,2020,7905,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
2169,2169,91.000000000000000,2020,9315,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
2170,2170,765.000000000000000,2020,7310,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
2171,2171,922.000000000000000,2033,9817,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
2172,2172,389.000000000000000,2017,7295,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2173,2173,207.000000000000000,2017,9318,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
2174,2174,15.000000000000000,2020,7297,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
2175,2175,97.000000000000000,2029,7421,Central Tallgrass Prairie,Grassland,Central Tallgrass Prairie,Grassland
2176,2176,31.000000000000000,2029,9183,Central Tallgrass Prairie,Grassland,North-Central Interior Shrub Swamp,Riparian
2177,2177,252.000000000000000,2020,7299,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Roads,Developed-Roads
2178,2178,58.000000000000000,2028,7296,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed-Low Intensity,Developed-Low Intensity
2179,2179,66.000000000000000,2028,7908,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Herbaceous,Developed
2180,2180,43.000000000000000,2020,7908,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
2181,2181,280.000000000000000,2020,7976,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
2182,2182,806.000000000000000,2017,7906,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Evergreen Forest,Developed
2183,2183,143.000000000000000,2017,7421,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Central Tallgrass Prairie,Grassland
2184,2184,913.000000000000000,2020,7977,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
2185,2185,235.000000000000000,2028,7977,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Pasture and Hayland,Agricultural
2186,2186,14.000000000000000,2028,7909,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Shrubland,Developed
2187,2187,57.000000000000000,2028,7297,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed-Medium Intensity,Developed-Medium Intensity
2188,2188,43.000000000000000,2033,7909,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Shrubland,Developed
2189,2189,243.000000000000000,2033,7908,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
2190,2190,129.000000000000000,2033,7297,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
2191,2191,14.000000000000000,2020,7909,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
2192,2192,72.000000000000000,2018,7297,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
2193,2193,57.000000000000000,2028,7298,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed-High Intensity,Developed-High Intensity
2194,2194,9.000000000000000,2028,7905,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Deciduous Forest,Developed
2195,2195,13.000000000000000,2018,7929,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
2196,2196,11.000000000000000,2033,7421,Central Interior and Appalachian Floodplain Systems,Riparian,Central Tallgrass Prairie,Grassland
2197,2197,143.000000000000000,2028,7299,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Developed-Roads,Developed-Roads
2198,2198,1.000000000000000,2028,7926,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Evergreen Forest,Developed
2199,2199,192.000000000000000,2020,7314,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
2200,2200,122.000000000000000,2028,9817,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Northern & Central Ruderal Meadow,Exotic Herbaceous
2201,2201,100.000000000000000,2017,7928,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Shrubland,Developed
2202,2202,6.000000000000000,2028,7311,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Dry Oak Forest and Woodland,Hardwood
2203,2203,6.000000000000000,2028,7925,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Deciduous Forest,Developed
2204,2204,14.000000000000000,2028,7929,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Herbaceous,Developed
2205,2205,18.000000000000000,2028,7314,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Maple-Basswood Forest,Hardwood
